,UNII,id,name
179,4VX7YNB537,745291,Tacrine
180,0F350BVT6S,745316,Echothiophate
181,UVL329170W,745731,Cisapride
182,4KV4X8IF6V,748049,Dicycloverine
183,3E74Y80MEY,748099,Flavoxate
184,GR88G0I6UL,755290,Ipratropium bromide
185,R43D2573WO,757705,Fosinopril
186,J0E2756Z7N,757805,Irbesartan
187,GV0O7ES0R3,763967,Enalaprilat
188,K5161X06LL,767086,Cotinine
189,GN5P7K3T8S,767148,Phenylbutazone
190,,769166,Esomeprazole
191,6L3XT8CB3I,769993,Zalcitabine
192,X85G7936GV,771784,Abciximab
193,4R1VB9P8V3,775005,Stanozolol
194,5ACL011P69,777293,Ouabain
195,40D3SCR4GZ,779848,Buprenorphine
196,6Y24O4F92S,779885,Bremelanotide
197,2Y49VWD90Q,780845,Yohimbine
198,R9400W927I,781661,Ketoconazole
199,12D06G8W8E,785808,"5-Methoxy-N,N-diisopropyltryptamine"
200,IA7306519N,790792,Isosorbide dinitrate
201,ENR1LLB0FP,791712,Desmopressin
202,FVF865388R,795209,Desloratadine
203,X6Q56QN5QC,802042,Hydroxycarbamide
204,32828355LL,805735,Rabeprazole
205,8VZV102JFY,816867,Fluconazole
206,U5XOB9AQ15,820800,5-MeO-aMT
207,IHS69L0Y4T,824083,Cefazolin
208,,826220,Alpha-Ethyltryptamine
209,,826242,N-Ethyltryptamine
210,GEB06NHM23,841077,Metoprolol
211,G70B4ETF4S,842388,Emtricitabine
212,,846109,Fluticasone propionate/salmeterol
213,,846403,Ergoloid
214,947S0YZ36I,849339,Reboxetine
215,QZU4H47A3S,850047,Atazanavir
216,TK65WKS8HL,851455,Buspirone
217,R63VQ857OT,851493,Amoxapine
218,,854400,Para-Methoxyamphetamine
219,YG9OUS518B,854649,4-HO-DiPT
220,40P7XK9392,855337,Flumazenil
221,ZS9KD92H6V,862178,Metyrapone
222,,863748,"CP 55,940"
223,EOR26LQQ24,864202,Ezetimibe
224,M32RH9MFGP,869864,Dexmethylphenidate
225,,876719,DPT vaccine
226,O3J8G9O825,878340,Ritonavir
227,,880591,Technetium (99mTc) sestamibi
228,9VXA968E0C,881753,Oxymorphone
229,Z67X93HJG1,885841,Colistin
230,58H6RWO52I,885972,Bacitracin
231,D0GX863OA5,887234,Mupirocin
232,,899223,Prostacyclin
233,R4KO0DY52L,900138,Chlorhexidine
234,,900439,Psilocin
235,,902372,Wikipedia:WikiProject Chemicals
236,Y37615DVKC,903124,Bicuculline
237,7NNO0D7S5M,906403,Miconazole
238,WR978S7QHH,910244,Rizatriptan
239,7KYV510875,915751,Pimecrolimus
240,495W7451VQ,916456,Guaifenesin
241,62TEY51RR1,919056,Bismuth subsalicylate
242,1L4806J2QF,925771,Adapalene
243,VJT6J7R4TR,928146,Rifampicin
244,69O5WQQ5TI,929902,Cyclobenzaprine
245,59XE10C19C,935328,Fusidic acid
246,A6D97U294I,936343,Sotalol
247,,938923,19-Norandrosterone
248,2KH13Z0S0Y,946220,Eprosartan
249,5L16LKN964,947917,Aniracetam
250,P7U817352G,947935,Oxiracetam
251,4449F8I3LE,947958,Pramiracetam
252,230447L0GL,947987,Etiracetam
253,1JK12GX30N,948073,Nefiracetam
254,RES9I0LGG5,948081,Rolziracetam
255,T30038QI8N,948117,Nebracetam
256,LA9DTA2L8F,948621,Carfentanil
257,AK5Q5FZH2R,950016,Pyritinol
258,5U8924T11H,951345,Abamectin
259,,951804,Bilobalide
260,YO7261ME24,956888,Cetirizine
261,L6O3XI777I,957027,Zanamivir
262,20O93L6F9H,957081,Oseltamivir
263,5587267Z69,964888,Domperidone
264,519MXN9YZR,965651,Oxprenolol
265,0Y2S3XUQ5H,973959,Bumetanide
266,E6582LOH6V,974718,Fexofenadine
267,O6X5QGC2VB,974736,Cloxacillin
268,KR87B45RGH,975296,Carbidopa
269,S65743JHBS,978720,Gefitinib
270,FEN504330V,984433,Nadolol
271,,984731,Neuropeptide Y
272,75J73V1629,989186,Ceftriaxone
273,2DS058H2CF,989686,Fenfluramine
274,9062ZT8Q5C,990873,Metenolone
275,X1J18R4W8P,991203,Alendronic acid
276,0T2EF4JQTU,993276,Rimantadine
277,56LH93261Y,995108,Methyldopa
278,FF28EJQ494,995197,Promethazine
279,4U3D3YY81M,995332,Teicoplanin
280,,995634,Trimethoprim/sulfamethoxazole
281,,995670,Amoxicillin/clavulanic acid
282,RPR1R4C0P4,995842,Folinic acid
283,NR7O1405Q9,995903,Mesna
284,,1004541,Ezetimibe/simvastatin
285,N9I9HDB855,1008195,Dihydrocodeine
286,40S1VHN69B,1010309,Bleomycin
287,3OWL53L36A,1015846,Mannitol
288,80061L1WGD,1018112,Cimetidine
289,OGG85SX4E4,1019238,Imipramine
290,49HFB70472,1019822,Ximelagatran
291,,1028627,Diisopropyltryptamine
292,AFE2YW0IIZ,1034012,Sufentanil
293,1N74HM2BS7,1035337,Alfentanil
294,779619577M,1040882,Clobetasol propionate
295,ADN79D536H,1041484,Clobetasol
296,XZ629S5L50,1045557,Zafirlukast
297,V1L22WVE2S,1045561,Zileuton
298,,1045705,Influenza vaccine
299,,1053052,Tetrahydrobiopterin
300,OM90ZUW7M1,1063752,Ticlopidine
301,64ALC7F90C,1063753,Dipyridamole
302,32HRV3E3D5,1067204,Griseofulvin
303,,1073824,Live attenuated influenza vaccine
304,RM741E34FP,1076090,Hyperforin
305,S2F83W92TK,1078828,Dextropropoxyphene
306,1HRS458QU2,1085916,Clomifene
307,06KB629TKV,1088364,Tolnaftate
308,,1092225,20-Hydroxyecdysone
309,EF0NX91490,1095311,Pentagastrin
310,,1098265,Simeticone
311,LQU92IU8LL,1101054,Propylhexedrine
312,03A5ORL08Q,1102307,Zopiclone
313,9CLV70W7HS,1102364,Nitrazepam
314,5J49Q6B70F,1102398,Vincristine
315,4Q81I59GXC,1111052,Mesalazine
316,54EJ303F0R,1113331,Acepromazine
317,MDY902UXSR,1116088,Esmolol
318,8883YP2R6D,1117429,Ivermectin
319,X015L14V0O,1120701,Bromazepam
320,,1127638,Coluracetam
321,,1127887,Bufotenin
322,7M458Q65S3,1128211,Amiloride
323,BF4C9Z1J53,1128227,Amantadine
324,T58MSI464G,1128859,Acarbose
325,WTM2C3IL2X,1128939,Chlorpropamide
326,Q0MQD1073Q,1128945,Chlortalidone
327,,1130069,MeNZB
328,916E8V4S2V,1130139,Diethyltryptamine
329,,1130259,4-HO-DET
330,G7RIW8S0XP,1130741,Terbinafine
331,97F9DE4CT4,1132024,Ketanserin
332,,1132282,Baeocystin
333,,1132290,Norbaeocystin
334,2FS66TH3YW,1141900,Zolmitriptan
335,LX1OH63030,1145345,Isosorbide mononitrate
336,4AF302ESOS,1145676,Ondansetron
337,H789N3FKE8,1150636,Baclofen
338,L39WTC366D,1157843,Procainamide
339,O1R9FJ93ED,1159557,Cefuroxime
340,13Z9HTH115,1167402,Alosetron
341,458VC51857,1167677,Tegaserod
342,RML78EN3XE,1169767,Rimonabant
343,,1175699,3C-E
344,5Q52X6ICJI,1179611,Bendroflumethiazide
345,,1193817,Co-codamol
346,,1193820,Co-codaprin
347,7PY8KH681I,1194091,Dizocilpine
348,ZLT174DL7U,1194130,Picrotoxin
349,DAA13NKG2Q,1195861,Papaverine
350,5S6W795CQM,1195987,Naltrexone
351,,1206179,4-Acetoxy-DET
352,XXE1CET956,1206744,Indometacin
353,IHP475989U,1206851,Flurazepam
354,JE42381TNV,1208560,Sulfamethoxazole
355,367589PJ2C,1208842,Mefenamic acid
356,08GY9K1EUO,1211661,Rasburicase
357,0D3Q044KCA,1214927,Galantamine
358,P10582JYYK,1216535,Remifentanil
359,3XC8GUZ6CB,1224360,Sulfasalazine
360,4F4X42SYQ6,1228011,Rituximab
361,7UYP6MC9GH,1231976,Cannabinol
362,BI81Z4542G,1232030,Adrafinil
363,19GBJ60SN5,1232085,Cannabidiol
364,I5YE3I47D8,1232145,Tetrahydrocannabivarin
365,,1232351,Cannabidivarin
366,1ZK20VI6TY,1240988,Triamcinolone
367,04B7QNO9WS,1243797,Dextrorphan
368,57GNO57U7G,1245311,Finasteride
369,08O86EX0J4,1246360,Equilin
370,7LJ087RS6F,1252019,Riluzole
371,5SFF1W6677,1253292,Cefalexin
372,2P471X1Z11,1255131,Omalizumab
373,3UG152ZU0E,1257861,Benzylpiperazine
374,MZ1IW7Q79D,1257907,Valaciclovir
375,F4216019LN,1264869,Albendazole
376,7E4PHP5N1D,1265737,Vecuronium bromide
377,2I4BC502BT,1266901,Salmeterol
378,884KT10YB7,1266982,Ranitidine
379,L35JN3I7SJ,1267081,Ramipril
380,S8Q36MD2XX,1269322,Candesartan
381,OL961R6O2C,1269331,Felodipine
382,,1269350,Budesonide/formoterol
383,2K1V7GP655,1269435,Selegiline
384,0F65R8P09N,1269468,Goserelin
385,094ZI81Y45,1269557,Tamoxifen
386,22X328QOC4,1269631,Fulvestrant
387,FV9J3JU8B1,1269716,Meropenem
388,48SPP0PA9Q,1269731,Cefotetan
389,57WA9QZ5WH,1269912,Nimodipine
390,WV5EC51866,1276616,Sibutramine
391,,1277704,Tenofovir disoproxil
392,768M1V522C,1277806,Cidofovir
393,6GQP90I798,1277849,Adefovir
394,,1287770,Trifluoromethylphenylpiperazine
395,W8O17SJF3T,1289426,Memantine
396,P41PML4GHR,1289702,Nizatidine
397,83G67E21XI,1297107,Urokinase
398,39Y533Z02M,1300097,Cinchophen
399,A8Q8I19Q20,1300596,Pralatrexate
400,6I2QW73SR5,1300633,2-Methoxyestradiol
401,ZRP63D75JW,1300658,Idarubicin
402,U3P01618RT,1300684,Fluorouracil
403,60158CV180,1300692,Nelarabine
404,W486SJ5824,1300790,Abarelix
405,LCH760E9T7,1300834,Acitretin
406,1RXS4UE564,1300924,Alteplase
407,WRX4NFY03R,1301976,Etoricoxib
408,V91T9204HU,1301990,Lumiracoxib
409,0NJ98Y462X,1307383,Conivaptan
410,081D12SI0Z,1307566,Atosiban
411,1WS297W6MV,1308957,Phenylephrine
412,9U7D5QH5AE,1309002,Lactulose
413,Y0TK0FS77W,1309012,Cromoglicic acid
414,MHJ80W9LRB,1310798,Oxaprozin
415,,1327211,Cryogenine
416,A4P49JAZ9H,1328966,Ofloxacin
417,91I69L5AY5,1331526,Enflurane
418,EFY6W0M8TG,1336519,Leuprorelin
419,ZF3786Q2E8,1339605,Melarsoprol
420,99DK7FVK1H,1341049,Nevirapine
421,7I64C51O16,1342364,Ziconotide
422,,1345085,Fioricet
423,5R5W9ICI6O,1347323,Demeclocycline
424,724L30Y2QR,1351471,Ursodeoxycholic acid
425,,1360435,HT-0712
426,H0C805XYDE,1362163,Mepacrine
427,C76QQ2I0RG,1362841,Meclofenoxate
428,XZ7BG04GJX,1364321,Cefixime
429,Q20Q21Q62J,1374187,Cisplatin
430,N6KNE1QA9O,1377627,Obidoxime
431,9WQP0L619L,1378052,Biricodar
432,04Q9AIZ7NO,1396751,Pemetrexed
433,,1399949,Tuberculin
434,C7D6T3H22J,1406840,Artemether
435,60W3249T9M,1406841,Artesunate
436,RWM8CCW8GP,1411989,Octreotide
437,MHM278SD3E,1412286,Montelukast
438,WCK1KIQ23Q,1421645,Chlortetracycline
439,0K5C5T2QPG,1425463,Lansoprazole
440,13T4O6VMAM,1426087,Piroxicam
441,,1435243,Cocaethylene
442,LL60K9J05T,1435706,Cabergoline
443,X8XI70B5Z6,1448897,Nitrofurazone
444,5IE62321P4,1448915,Gramicidin
445,ZQN1G5V6SR,1453225,Eflornithine
446,GQN5BVM24W,1458351,Pirolazamide
447,191042422P,1461877,HU-210
448,3QN8BYN5QF,1475435,Fingolimod
449,8B1QWR724A,1480766,Reserpine
450,BJ4HF6IU1D,1480881,Pindolol
451,V4TKW1454M,1484829,Nimesulide
452,852A84Y8LS,1496493,Hexetidine
453,GWH6IJ239E,1498828,Amobarbital
454,1NF15YR6UY,1505732,Aprepitant
455,TG537D343B,1515417,Desipramine
456,9842X06Q6M,1517855,Betamethasone
457,8VLN5B44ZY,1526132,Oxymetazoline
458,UZX80K71OE,1527289,Eszopiclone
459,2S9ZZM9Q9V,1527537,Bevacizumab
460,M487QF2F4V,1531588,Amifostine
461,022N12KJ0X,1532332,Oxibendazole
462,YHP6YLT61T,1545827,Prochlorperazine
463,6GOW6DWN2A,1545842,Oxazepam
464,95QB77JKPL,1546501,Doxylamine
465,3B91HWA56M,1569290,Nalidixic acid
466,886U3H6UFF,1570321,Chloroquine
467,9G0LAW7ATQ,1587460,Levomepromazine
468,4RKY41TBTF,1598573,Silibinin
469,PQX0D8J21J,1599887,Cetuximab
470,NUV44L116D,1604590,Clomipramine
471,BL03SY4LXB,1604597,Nortriptyline
472,2KFG9TP5V8,1606185,Xylazine
473,AB5K82X98Y,1608293,Zosuquidar
474,B76N6SBZ8R,1608446,Gemcitabine
475,O5CB12L4FN,1612851,Diazoxide
476,HO3OGH5D7I,1615697,Nelfinavir
477,O0ZR1R6RZ2,1616518,Betaxolol
478,CN58I4TOET,1623246,Harmaline
479,HB6PN45W4J,1623446,Idebenone
480,3XQD2MEW34 <!-- hydrate: FA2DM6879K -->,1623849,Vidarabine
481,8V32U4AOQU,1624750,Noscapine
482,95QN29S1ID,1625668,Clemastine
483,Z80I64HMNP,1636378,Tiagabine
484,,1637755,Atorvastatin/amlodipine
485,RJ84Y44811,1638729,Quinapril
486,9I7LNY769Q,1643724,Meprobamate
487,V92SO9WP2I,1646674,Glycopyrronium bromide
488,D27V6190PM,1650064,Olopatadine
489,YZI5105V0L,1657368,Ketorolac
490,4784C8E03O,1671629,Triclabendazole
491,2N4O9L084N,1672028,Nabilone
492,5ASJ6HUZ7D,1673425,Doxepin
493, 5968Y6H45M ,1674675,Entecavir
494,6UXW23996M,1674907,Cyclophosphamide
495,,1680527,Pentosan polysulfate
496,RWO67D87EU,1683900,Ethylmorphine
497,MVR3634GX1,1698504,Primaquine
498,,1703348,Butyl nitrite
499,,1704135,Isopropyl nitrite
500,,1704147,Cyclohexyl nitrite
501, JGH8MYC891 ,1707323,Drotrecogin alfa
502,7318FJ13YJ,1711152,Tiotixene
503,2ZM8CX04RZ,1719250,Insulin glargine
504,G42ZU72N5G,1743509,Carbenicillin
505,SE10G96M8W,1744212,Tazobactam
506,23521W1S24,1749180,Clavulanic acid
507,NWQ5N31VKK,1758235,Daptomycin
508,K2J09EMJ52,1761982,Phenazopyridine
509,B66E5RK36Q,1763366,Benserazide
510,,1763624,Pneumococcal polysaccharide vaccine
511,W46JY43EJR,1766700,Silver sulfadiazine
512,73312P173G,1776481,Diphenoxylate
513,65NK71K78P,1780068,Avizafone
514,E8HMQ4F9JQ,1780699,MBDB
515,5P4DHS6ENR,1783208,Benzonatate
516,4B33BGI082,1793201,Colestyramine
517,04A0P12FH2,1798997,Metamfepramone
518,80168379AG,1802881,Doxorubicin
519,L0P1807EUY,1804789,5-MeO-MiPT
520,,1804802,5-MeO-DALT
521,VUW370O5QE,1807310,Caspofungin
522,,1809805,5-MeO-DET
523,PKK6MUZ20G,1814306,Mercaptopurine
524,85H0HZU99M,1817669,Povidone-iodine
525,X4W7ZR7023,1824977,Methylprednisolone
526,,1828723,Neomycin/polymyxin B/bacitracin
527,FYS6T7F842,1829708,Adalimumab
528,9013DUQ28K,1830242,Anakinra
529,7GAQ2332NK,1832706,Pemoline
530,61H4T033E5,1833161,Orotic acid
531,R224WJZ8M7,1833646,ALD-52
532,,1835157,Tricaine mesylate
533,42M2Y6NU9O,1842710,Etorphine
534,YX9162EO3I,1845623,Raloxifene
535,70HZ18PH24,1846280,Zoledronic acid
536,JE6H2O27P8,1856628,Efavirenz
537,19W019ZDRJ,1857110,Ciclopirox
538,982XCM1FOI,1860117,Tolbutamide
539,7OW73204U1,1865729,Fumagillin
540,Z9O08YRN8O,1868096,Tetrabenazine
541,WHE7A56U7K,1869196,Tolterodine
542,033KF7V46H,1875407,Tinidazole
543,,1876270,CX717
544,AB2794W8KV,1883395,Phendimetrazine
545,KGD7A54H5P,1883736,Doramectin
546,WH41D8433D,1892525,Ergometrine
547,GNN1DV99GX,1893462,Penicillamine
548,F0P408N6V4,1895805,Lenalidomide
549,,1899230,Granulocyte-macrophage colony-stimulating factor
550,5J9CPU3RE0,1899348,Furazolidone
551,S61K3P7B2V,1899486,Proguanil
552,JUN13FZ6RF,1899507,Clamoxyquine
553,7BHQ856EJ5,1902793,Clioquinol
554,UAZ6V7728S,1903249,Cinacalcet
555,HC95205SY4,1908660,Tienilic acid
556,Z49QDT0J8Z,1913212,Cefuroxime axetil
557,U5SYW473RQ,1916620,Telmisartan
558,721M9407IY,1918743,Propylthiouracil
559,9O7312W37G,1936844,Gonadorelin
560,34K66TBT99,1939142,Prasugrel
561,T3CHA1B51H,1956651,Phenazone
562,ZS7284E0ZP,1970539,Daunorubicin
563,J280872D1O,1971072,Desonide
564,3JB47N2Q2P,1979482,Natalizumab
565,AL805O9OG9,1983341,Orphenadrine
566,Y8335394RO,1985133,Bupivacaine
567,DZR1ENT301,1994705,Ceftazidime
568,S62U433RMH,2012894,Zaleplon
569,69G8BD63PP,2021485,Bortezomib
570,,2036867,Ethacridine lactate
571,N9A0A0R9S8,2038711,Trimetazidine
572,A2669OWX9N,2041052,Selamectin
573,O2GMZ0LF5W,2060247,Fluticasone propionate
574,6804DJ8Z9U,2073095,Capecitabine
575,125OD7737X,2073410,Methocarbamol
576,,2079522,Nabiximols
577,M801H13NRU,2085633,Azacitidine
578,K65LB6598J,2096931,Phenyltoloxamine
579,6U5EA9RT2O,2099019,Levocetirizine
580,1X0094V6JV,2102271,Nafarelin
581,PXW8U3YXDV,2102388,Buserelin
582,,2103074,Epibatidine
583,3Z6FS3IK0K,2104048,Cefaclor
584,3S814I130U,2104803,Ibogaine
585,7355X3ROTS,2114995,Dextromethorphan
586,ZLR270912W,2115251,Calcium carbimide
587,04ZR38536J,2119063,Oxaliplatin
588,4YIR8202AX,2122678,Talbutal
589,1M698F4H4E,2122792,Cefprozil
590,0KJ2VE664U,2122856,Terconazole
591,NW1291F1W8,2127986,Doxazosin
592,,2128713,Policosanol
593,2M36281008,2132287,Etodolac
594,O0J6XJN02I,2132976,Dutasteride
595,W72I5ZT78Z,2133097,Loracarbef
596,SD6QCT3TSU,2133527,Pentoxifylline
597,3J928617DW,2148630,Zimelidine
598,3Z8479ZZ5X,2150359,Epirubicin
599,Q64Q9N6Q6O,2153700,Prontosil
600,13AFD7670Q,2157713,Primidone
601,7BA5G9Y06Q,2161447,Terfenadine
602,WS821Z52LQ,2164556,Triamterene
603,GR120KRT6K,2165673,Vigabatrin
604,34237V843T,2171835,Isocarboxazid
605,X32KK4201D,2174240,Betahistine
606,5I5Y2789ZF,2177300,Viloxazine
607,,2177962,Diclofenac/misoprostol
608,Y5G36EEA5Z,2186122,Diminazene
609,74QU6P2934,2186500,Azimilide
610,,2190885,Tribendimidine
611,2Z3E1OF81V,2194517,Hyoscine butylbromide
612,N1Q45E87DT,2196957,Tiabendazole
613,2MRO291B4U,2197412,Clobazam
614,U4VJ29L7BQ,2199482,Methoxsalen
615,FXC9231JVH,2200872,Calcitriol
616,62XCK0G93T,2202441,Ornidazole
617,N7Z035406B,2202457,Cilostazol
618,K59P7XNB8X,2202538,Dimetridazole
619,81G6I5V05I,2202629,Mebendazole
620,NGU5H31YO9,2203748,Moxidectin
621,5SEH9X1D1D,2205924,Ethosuximide
622,35S93Y190K,2210572,Procarbazine
623,5829E3D9I9,2214885,Fosmidomycin
624,81BDR9Y8PS,2232473,Tazarotene
625,699121PHCA,2235616,Docetaxel
626,9073C0W4E9,2239896,Renzapride
627,1P7H87IN75,2241675,Secobarbital
628,55JG375S6M,2245149,Pregabalin
629,I4744080IR,2246554,Pentobarbital
630,,2247276,Ipratropium bromide/salbutamol
631,,2247340,Methylprednisolone acetate
632,LEC9GKY20K,2247343,Methylprednisolone sodium succinate
633,6S082C9NDT,2247485,Trimipramine
634,3X7931PO74,2248020,Hydrocortisone acetate
635,4XDY25L70B,2248024,Hydrocortisone cypionate
636,0388G963HY,2248030,Hydrocortisone sodium phosphate
637,50LQB69S1Z,2248032,Hydrocortisone sodium succinate
638,68717P8FUZ,2248034,Hydrocortisone valerate
639,UDM7Q7QWP8,2248644,Benazepril
